date,year,month,day_of_week,is_weekend,foreign_visitors_daily,local_visitors_daily,total_visitors_daily,peak_season_flag,holiday_flag
2025-07-02,2025,7,Wednesday,0,1011,1237,2248,1,0
2025-07-03,2025,7,Thursday,0,791,1157,1948,1,0
2025-07-04,2025,7,Friday,0,952,2155,3107,1,0
2025-07-05,2025,7,Saturday,1,1704,1657,3361,1,0
2025-07-06,2025,7,Sunday,1,1214,2585,3799,1,0
2025-07-07,2025,7,Monday,0,640,950,1590,1,0
2025-07-08,2025,7,Tuesday,0,781,917,1698,1,0
2025-07-09,2025,7,Wednesday,0,917,1493,2410,1,0
2025-07-10,2025,7,Thursday,0,726,2075,2801,1,1
2025-07-11,2025,7,Friday,0,693,1948,2641,1,0
2025-07-12,2025,7,Saturday,1,1590,2596,4186,1,0
2025-07-13,2025,7,Sunday,1,970,2433,3403,1,0
2025-07-14,2025,7,Monday,0,716,1092,1808,1,0
2025-07-15,2025,7,Tuesday,0,887,1175,2062,1,0
2025-07-16,2025,7,Wednesday,0,1018,1395,2413,1,0
2025-07-17,2025,7,Thursday,0,1025,1164,2189,1,0
2025-07-18,2025,7,Friday,0,1287,1984,3271,1,0
2025-07-19,2025,7,Saturday,1,1221,2632,3853,1,0
2025-07-20,2025,7,Sunday,1,1268,1915,3183,1,0
2025-07-21,2025,7,Monday,0,776,1139,1915,1,0
2025-07-22,2025,7,Tuesday,0,649,1002,1651,1,0
2025-07-23,2025,7,Wednesday,0,970,1259,2229,1,0
2025-07-24,2025,7,Thursday,0,824,777,1601,1,0
2025-07-25,2025,7,Friday,0,836,1620,2456,1,0
2025-07-26,2025,7,Saturday,1,1269,2787,4056,1,0
2025-07-27,2025,7,Sunday,1,1292,2356,3648,1,0
2025-07-28,2025,7,Monday,0,868,1212,2080,1,0
2025-07-29,2025,7,Tuesday,0,768,1076,1844,1,0
2025-07-30,2025,7,Wednesday,0,982,1348,2330,1,0
2025-07-31,2025,7,Thursday,0,1112,1161,2273,1,0
2025-08-01,2025,8,Friday,0,952,1098,2050,1,0
2025-08-02,2025,8,Saturday,1,1648,2504,4152,1,0
2025-08-03,2025,8,Sunday,1,1192,2302,3494,1,0
2025-08-04,2025,8,Monday,0,894,993,1887,1,0
2025-08-05,2025,8,Tuesday,0,710,1159,1869,1,0
2025-08-06,2025,8,Wednesday,0,723,914,1637,1,0
2025-08-07,2025,8,Thursday,0,740,1274,2014,1,0
2025-08-08,2025,8,Friday,0,1404,4419,5823,1,1
2025-08-09,2025,8,Saturday,1,1272,3558,4830,1,0
2025-08-10,2025,8,Sunday,1,1469,2568,4037,1,0
2025-08-11,2025,8,Monday,0,855,1077,1932,1,0
2025-08-12,2025,8,Tuesday,0,791,1142,1933,1,0
2025-08-13,2025,8,Wednesday,0,844,1386,2230,1,0
2025-08-14,2025,8,Thursday,0,940,1100,2040,1,0
2025-08-15,2025,8,Friday,0,820,1656,2476,1,0
2025-08-16,2025,8,Saturday,1,1463,3340,4803,1,0
2025-08-17,2025,8,Sunday,1,970,3494,4464,1,0
2025-08-18,2025,8,Monday,0,702,804,1506,1,0
2025-08-19,2025,8,Tuesday,0,888,894,1782,1,0
2025-08-20,2025,8,Wednesday,0,1024,1229,2253,1,0
2025-08-21,2025,8,Thursday,0,967,833,1800,1,0
2025-08-22,2025,8,Friday,0,961,969,1930,1,0
2025-08-23,2025,8,Saturday,1,942,2634,3576,1,0
2025-08-24,2025,8,Sunday,1,1043,3167,4210,1,0
2025-08-25,2025,8,Monday,0,904,1029,1933,1,0
2025-08-26,2025,8,Tuesday,0,967,1039,2006,1,0
2025-08-27,2025,8,Wednesday,0,687,1372,2059,1,0
2025-08-28,2025,8,Thursday,0,1213,857,2070,1,0
2025-08-29,2025,8,Friday,0,1231,1954,3185,1,0
2025-08-30,2025,8,Saturday,1,1093,3210,4303,1,0
2025-08-31,2025,8,Sunday,1,1500,1644,3144,1,0
2025-09-01,2025,9,Monday,0,547,849,1396,0,0
2025-09-02,2025,9,Tuesday,0,591,977,1568,0,0
2025-09-03,2025,9,Wednesday,0,993,563,1556,0,0
2025-09-04,2025,9,Thursday,0,780,689,1469,0,0
2025-09-05,2025,9,Friday,0,906,1976,2882,0,1
2025-09-06,2025,9,Saturday,1,983,2176,3159,0,0
2025-09-07,2025,9,Sunday,1,1243,1886,3129,0,1
2025-09-08,2025,9,Monday,0,634,782,1416,0,0
2025-09-09,2025,9,Tuesday,0,655,705,1360,0,0
2025-09-10,2025,9,Wednesday,0,668,953,1621,0,0
2025-09-11,2025,9,Thursday,0,936,744,1680,0,0
2025-09-12,2025,9,Friday,0,1095,1331,2426,0,0
2025-09-13,2025,9,Saturday,1,1432,1756,3188,0,0
2025-09-14,2025,9,Sunday,1,978,1921,2899,0,0
2025-09-15,2025,9,Monday,0,746,1013,1759,0,0
2025-09-16,2025,9,Tuesday,0,555,413,968,0,0
2025-09-17,2025,9,Wednesday,0,661,561,1222,0,0
2025-09-18,2025,9,Thursday,0,971,1999,2970,0,0
2025-09-19,2025,9,Friday,0,781,1279,2060,0,0
2025-09-20,2025,9,Saturday,1,949,1747,2696,0,0
2025-09-21,2025,9,Sunday,1,864,3266,4130,0,0
2025-09-22,2025,9,Monday,0,644,609,1253,0,0
2025-09-23,2025,9,Tuesday,0,576,489,1065,0,0
2025-09-24,2025,9,Wednesday,0,869,937,1806,0,0
2025-09-25,2025,9,Thursday,0,733,1214,1947,0,0
2025-09-26,2025,9,Friday,0,742,1292,2034,0,0
2025-09-27,2025,9,Saturday,1,1070,2699,3769,0,0
2025-09-28,2025,9,Sunday,1,905,1844,2749,0,0
2025-09-29,2025,9,Monday,0,585,759,1344,0,0
2025-09-30,2025,9,Tuesday,0,916,1012,1928,0,0
2025-10-01,2025,10,Wednesday,0,712,962,1674,0,0
2025-10-02,2025,10,Thursday,0,773,816,1589,0,0
2025-10-03,2025,10,Friday,0,775,945,1720,0,0
2025-10-04,2025,10,Saturday,1,1156,2543,3699,0,0
2025-10-05,2025,10,Sunday,1,1067,2256,3323,0,0
2025-10-06,2025,10,Monday,0,642,1132,1774,0,1
2025-10-07,2025,10,Tuesday,0,674,1058,1732,0,0
2025-10-08,2025,10,Wednesday,0,608,993,1601,0,0
2025-10-09,2025,10,Thursday,0,546,1054,1600,0,0
2025-10-10,2025,10,Friday,0,984,1294,2278,0,0
2025-10-11,2025,10,Saturday,1,1068,1815,2883,0,0
2025-10-12,2025,10,Sunday,1,1088,2397,3485,0,0
2025-10-13,2025,10,Monday,0,765,1201,1966,0,0
2025-10-14,2025,10,Tuesday,0,636,812,1448,0,0
2025-10-15,2025,10,Wednesday,0,727,937,1664,0,0
2025-10-16,2025,10,Thursday,0,758,956,1714,0,0
2025-10-17,2025,10,Friday,0,675,1961,2636,0,0
2025-10-18,2025,10,Saturday,1,1051,1854,2905,0,0
2025-10-19,2025,10,Sunday,1,1157,1887,3044,0,0
2025-10-20,2025,10,Monday,0,770,2010,2780,0,1
2025-10-21,2025,10,Tuesday,0,758,782,1540,0,0
2025-10-22,2025,10,Wednesday,0,812,604,1416,0,0
2025-10-23,2025,10,Thursday,0,920,1163,2083,0,0
2025-10-24,2025,10,Friday,0,613,1322,1935,0,0
2025-10-25,2025,10,Saturday,1,1084,2374,3458,0,0
2025-10-26,2025,10,Sunday,1,784,1744,2528,0,0
2025-10-27,2025,10,Monday,0,607,636,1243,0,0
2025-10-28,2025,10,Tuesday,0,562,933,1495,0,0
2025-10-29,2025,10,Wednesday,0,704,774,1478,0,0
2025-10-30,2025,10,Thursday,0,773,705,1478,0,0
2025-10-31,2025,10,Friday,0,962,1288,2250,0,0
2025-11-01,2025,11,Saturday,1,1012,2708,3720,0,0
2025-11-02,2025,11,Sunday,1,972,2839,3811,0,0
2025-11-03,2025,11,Monday,0,597,559,1156,0,0
2025-11-04,2025,11,Tuesday,0,855,783,1638,0,0
2025-11-05,2025,11,Wednesday,0,985,1405,2390,0,1
2025-11-06,2025,11,Thursday,0,764,786,1550,0,0
2025-11-07,2025,11,Friday,0,718,2006,2724,0,0
2025-11-08,2025,11,Saturday,1,1144,2468,3612,0,0
2025-11-09,2025,11,Sunday,1,1021,2999,4020,0,0
2025-11-10,2025,11,Monday,0,568,598,1166,0,0
2025-11-11,2025,11,Tuesday,0,851,1264,2115,0,0
2025-11-12,2025,11,Wednesday,0,445,832,1277,0,0
2025-11-13,2025,11,Thursday,0,820,1116,1936,0,0
2025-11-14,2025,11,Friday,0,936,1137,2073,0,0
2025-11-15,2025,11,Saturday,1,1020,1845,2865,0,0
2025-11-16,2025,11,Sunday,1,1163,1634,2797,0,0
2025-11-17,2025,11,Monday,0,559,768,1327,0,0
2025-11-18,2025,11,Tuesday,0,809,569,1378,0,0
2025-11-19,2025,11,Wednesday,0,936,1018,1954,0,0
2025-11-20,2025,11,Thursday,0,696,937,1633,0,0
2025-11-21,2025,11,Friday,0,1082,1689,2771,0,0
2025-11-22,2025,11,Saturday,1,1029,1863,2892,0,0
2025-11-23,2025,11,Sunday,1,961,1758,2719,0,0
2025-11-24,2025,11,Monday,0,712,956,1668,0,0
2025-11-25,2025,11,Tuesday,0,662,637,1299,0,0
2025-11-26,2025,11,Wednesday,0,513,1159,1672,0,0
2025-11-27,2025,11,Thursday,0,893,1135,2028,0,0
2025-11-28,2025,11,Friday,0,1062,1624,2686,0,0
2025-11-29,2025,11,Saturday,1,1341,2350,3691,0,0
2025-11-30,2025,11,Sunday,1,1091,2565,3656,0,0
2025-12-01,2025,12,Monday,0,559,1214,1773,1,0
2025-12-02,2025,12,Tuesday,0,706,1235,1941,1,0
2025-12-03,2025,12,Wednesday,0,1042,902,1944,1,0
2025-12-04,2025,12,Thursday,0,1228,916,2144,1,1
2025-12-05,2025,12,Friday,0,1218,1584,2802,1,0
2025-12-06,2025,12,Saturday,1,1152,3450,4602,1,0
2025-12-07,2025,12,Sunday,1,971,2527,3498,1,0
2025-12-08,2025,12,Monday,0,787,1018,1805,1,0
2025-12-09,2025,12,Tuesday,0,637,1284,1921,1,0
2025-12-10,2025,12,Wednesday,0,948,1542,2490,1,0
2025-12-11,2025,12,Thursday,0,925,1423,2348,1,0
2025-12-12,2025,12,Friday,0,1008,1269,2277,1,0
2025-12-13,2025,12,Saturday,1,1260,2689,3949,1,0
2025-12-14,2025,12,Sunday,1,1186,2256,3442,1,0
2025-12-15,2025,12,Monday,0,672,656,1328,1,0
2025-12-16,2025,12,Tuesday,0,914,1264,2178,1,0
2025-12-17,2025,12,Wednesday,0,968,622,1590,1,0
2025-12-18,2025,12,Thursday,0,778,1031,1809,1,0
2025-12-19,2025,12,Friday,0,768,1651,2419,1,0
2025-12-20,2025,12,Saturday,1,1282,3807,5089,1,0
2025-12-21,2025,12,Sunday,1,1602,2381,3983,1,0
2025-12-22,2025,12,Monday,0,641,706,1347,1,0
2025-12-23,2025,12,Tuesday,0,829,1418,2247,1,0
2025-12-24,2025,12,Wednesday,0,1126,1046,2172,1,0
2025-12-25,2025,12,Thursday,0,1064,1065,2129,1,1
2025-12-26,2025,12,Friday,0,1402,2347,3749,1,0
2025-12-27,2025,12,Saturday,1,1037,2259,3296,1,0
2025-12-28,2025,12,Sunday,1,905,2389,3294,1,0
2025-12-29,2025,12,Monday,0,841,1448,2289,1,0
2025-12-30,2025,12,Tuesday,0,844,831,1675,1,0
2025-12-31,2025,12,Wednesday,0,1229,1731,2960,1,0
